,Id,Review,Label,ans
66056,66056,Covers basics Quite Good,4,other
66058,66058,Amazing class enjoyed lot Id like go,5,other
66060,66060,Comprehensive Illuminating,5,other
66066,66066,Wonderful class helped clarify different political theories would highly recommend,5,other
66070,66070,insightful deep fascinating,5,other
66074,66074,good class,5,other
66075,66075,Good know,5,other
66076,66076,incredibly interesting,5,other
66085,66085,help understand political situation analysis,4,other
66086,66086,Clear thoughtprovoking,5,other
66088,66088,Clearly brings often known intuitively politiscs,5,other
66091,66091,interesting,3,other
66095,66095,Great ideas,5,other
66100,66100,Thank much,5,other
66102,66102,interesting clearly presented definite eye opener,5,other
66108,66108,Great dialogue learn,5,other
66115,66115,welldesigned conducted,5,other
66116,66116,Lessons objective explanations made clear useful easy remember examples,5,other
66126,66126,Since finished philosophy studies continue economics big insight development liberal thought Great,5,other
66130,66130,Great breadth detail learned lot,5,other
66131,66131,well organized,5,other
66137,66137,great,5,other
66139,66139,helps immensely ongoing struggle understand world,5,other
66145,66145,clear,4,other
66146,66146,engaging tothepoint approach philosophy economics politics,5,other
66148,66148,excellant work dont Dr Ian Shapiro staff putting mind turningthought provoking MOOC complex ever controversial subject known POLITICSI hope see soon,5,other
66149,66149,Opened new field knowledge Thank time efforts,5,other
66150,66150,awesome class like class Even cant well english,5,other
66154,66154,interested,5,other
66162,66162,informative easy follow lots new techniques help way,5,other
66163,66163,many obvious things,1,other
66168,66168,learned pharmacogenomics application crucial career development young graduate biology pursuing health sciences,5,other
66175,66175,clearly presented pragmatic knowledge genetic basis personalized precision medicine medical degree knowledge diseases discussed general pharmacokinetics advantage,5,other
66177,66177,informative,4,other
66179,66179,detailed cases instructor discussed case indepth analysis insights,5,other
66180,66180,like interview people work clinic talk applications real cases,5,other
66184,66184,Perfect,5,other
66189,66189,informative enlightening Learnt quite lot,4,other
66191,66191,Way many errors graded assignment Nonreponsive teaching assistants,1,other
66192,66192,Excellent presentation investment strategies portfolio analysis Thanks Noted issues quiz spreadsheet presented errors,4,other
66193,66193,Learn new things manage people,5,other
66194,66194,helpful informative really adds knowledge,5,other
66201,66201,Nice Informative point,5,other
66203,66203,Excellent explanation detailed orientation examples loving learning,5,other
66204,66204,theoretical nice practical example like case study would kindled interest go certificate,3,other
66206,66206,said empowers metaliterate learner,4,other
66210,66210,Really enjoyed good aspects Thank much,5,other
66211,66211,mediarich thoroughly fun learning experience Youll never look mountains way beginning know,5,other
66215,66215,Comprehensive enjoyable learned lot,5,other
66216,66216,really enjoed lessons Ive gotten much interested mountains around world Ill review lessons make understanding deep solid,5,other
66227,66227,one best college level classes Ive ever taken first online class slides beautiful right amount general concepts specific examples many shots done location instructors well spoken informed enthusiastic even sense humour live mountains Montana better understanding live many things look walk around US Canadian Rockies loss say much enjoyed class much learned much inspired learn Thanks putting much care enthusiasm science class Please continue Mountains 201,5,other
66231,66231,great class engaging beautiful photos good mix biology social sciences Technical topics well explained nice diagrams guest experts provided great examples depth knowledge loved Mountains 101,5,other
66236,66236,Excellent learning experience Thanks,5,other
66241,66241,Excellent basic overview hope might Mountains 102 201,5,other
66242,66242,Recommended outdoor enthusiasts Itll amaze less know Mountains much learn,5,other
66247,66247,Well thought presented,5,other
66253,66253,Excellent lots visuals much technical jargon Covers aspects Mountian culture processes history difficultiesWell done,5,other
66261,66261,Highly Recommend,5,other
66263,66263,Leave politics controversial science stated irrefutable fact,4,other
66265,66265,Learned lots really interesting infomation mountains Thanks lot realy beautiful breathtaking adventure sad finished like always feel journey somewhere comes end,5,other
66275,66275,Absolutely must anyone fascinated nature earth,5,other
66278,66278,Got far lesson six Took test received 78 trying without success retake test seem anywhere try find fix,1,other
66279,66279,excellent class basics mountain geography took interest grade college credit enjoyed much even learned thing two cinematography beautiful lessons delivered interesting format instructors excellent passionate discussing Well done thank offering FREE class world Well worth time effort Nevada USA,5,other
66283,66283,Highly recommand love Canada Mountains,4,other
66288,66288,Great class introduced explored range topics related mountains Great cooperation Parks Canada,5,other
66290,66290,accentpresentation stuttering cloudy suitable foreigners,2,other
66291,66291,point several instructors lost necessary passion keep us focused Otherwise informed enjoyable presentation Historical references extremely important,4,other
66293,66293,useful,5,other
66297,66297,helpful strategically,5,other
66301,66301,Highly recommended,5,other
66303,66303,informational class knowledgeable instructor inspired lot ASO field,5,other
66309,66309,useful,5,other
66312,66312,apps wok devices unable assignment Apple Annie difficult,1,other
66319,66319,peer review assignment needs improve requirements,4,other
66320,66320,got new perspective,5,other
66321,66321,reasonable walkthrough typical tools photo editing thing Id like add walkthrough simple typical photo editing workflow like cropping WB coarse tone adjustment tone curve sharpening consumption format rendering,4,other
66323,66323,useful creative work,4,other
66325,66325,Excellent highly recommended,5,other
66326,66326,excellent complete explanations tutors easy follow,5,other
66331,66331,great class teaches lot,5,other
66338,66338,Incredibly clear detailed step step explanation great exercises develop good photography skills,5,other
66342,66342,interesting way learn important topics order develop photographic skills,5,other
66343,66343,learned much use Canon 6D,5,other
66346,66346,Informative,3,other
66349,66349,fine charge certificate submit quiz also locked u try learn free think violation learning process,4,other
66357,66357,Hard work delivered results last starting master Adobe Lightbox,5,other
66358,66358,REALLY GETS THIN,5,other
66360,66360,Exelent overview knowledge needed become better photographer,5,other
66361,66361,sad coming end specialization learned much dont want end,5,other
66363,66363,Excellent per usual hoping little bit detail lightroom postprocessing,4,other
66367,66367,informative Yet tedious repetitive already learned stuff college,4,other
66369,66369,useful person want grasp chinese,5,other
66373,66373,helpful taught everything would need know,5,other
66387,66387,love teaching style explanatory easy comprehend,5,other
66388,66388,Clearest explanations ever,5,other
66393,66393,excellent understand basics Microeconomics,4,other
66394,66394,Market failure one important discussions public economics Although reviewed microeconomics term learned tangible connection two fields helpfull thank,5,other
66397,66397,Stepbystep clear explanations,5,other
66398,66398,Way presentation goodBeautiful simple languageappropriate examplesMaam makes every topic simple,5,other
66402,66402,good place start,5,other
66417,66417,love way Dr Wayne Whiteman teaches created immense interest subject felt really boring Thanks lot helped improving grades understanding concept easily,5,other
66418,66418,Well put together Straight point Excellent explanation relation real world problems,5,other
66419,66419,nice presentation,5,other
66420,66420,really glad go MOOC French overall great quality believe share view business school SubSahara Great Job Thierry et al,5,other
66421,66421,Concrete useful Thanks,5,other
66422,66422,really helpful construct learning medical lessons,5,other
66423,66423,best MOOC studied Id like learn another MOOC,5,other
66426,66426,loved every second,5,other
66428,66428,Learnt alot,5,other
66430,66430,learned lot Thanks experience,5,other
66440,66440,fantastic journey Learned new things reinforced old skills engaged many talented amateurs,5,other
66443,66443,Building final collection challenging process made easier kept exciting got much valuable feedback peers throughout 8 weeks really taught lot Thank,5,other
66445,66445,Worthy,5,other
66447,66447,talking,1,other
66448,66448,Thanks writing new feature java8 freeBut lessons easy learn,3,other
66458,66458,useful advancing career deepen understanding topic,5,other
66460,66460,Learned lot,5,other
66463,66463,quite interesting ideas,4,other
66469,66469,enjoyed Thank,5,other
66470,66470,Ive done first Unit far feel well structured easy follow understand helps English Media Literacy,5,other
66474,66474,great oportinuty gain knowledge topics issues current affairs,5,other
66484,66484,outstanding repeat class,5,other
66486,66486,pity English,5,other
66487,66487,cool很实用,5,other
66488,66488,good Lack interest practicability,1,other
66499,66499,Motivating interesting issues approached didactic way,5,other
66501,66501,Easy understand,4,other
66506,66506,well organised specially lab work assignments Quiz,5,other
66508,66508,best explanation,5,other
66509,66509,Excelently precise comfortably concentration,5,other
66510,66510,whats energy,5,other
66514,66514,opens eyes world fo supply demanda clear explanation,5,other
66521,66521,interesting new,5,other
66525,66525,nice introduction artist mind,4,other
66526,66526,gain important knowledge learning modern art useful basic understanding towards art,5,other
66528,66528,Easy understand informative,5,other
66531,66531,entertaining gives nice overview Modern Art positive cretive engaging way,5,other
66532,66532,Nice information Modern contemporary art General information good resources,4,other
66533,66533,admit whole vocabulary describe embellish rather ordinary otherwise nonsignificant objects considered ArtPlease dont read negative found experience personally enriching also believe look modern art openness search hidden messages Still honest one sometimes feel taken advantaged called works say glitters gold bravo MOOC offering,4,other
66534,66534,Wonderful class,5,other
66548,66548,useful,5,other
66555,66555,vibes,5,other
66556,66556,Love Highly recommend one interest Art behind,5,other
66558,66558,nice understand concepts also know deeply artworks,5,other
66562,66562,Loved 💫,5,other
66566,66566,nice succinct extremely inspiring amateur seeking meaning art,5,other
66569,66569,Keeps interest Great,5,other
66570,66570,highlever would enjoyed technique understand art,3,other
66576,66576,Compact consistent cool,5,other
66578,66578,beautifully made,5,other
66580,66580,nice corse quite simple way show teach art Im glad Ive taken,5,other
66582,66582,Great understanding themes see art various ideas permeates,5,other
66586,66586,Great,5,other
66595,66595,cool,5,other
66597,66597,interesting,5,other
66598,66598,great snapshot layman understand relevance significance modern art world,5,other
66609,66609,Perfection,5,other
66616,66616,Great introduction modern art paintings sculptures everyday objects combined social circumstances,5,other
66631,66631,Interesting easy understand Suitable amateurs,5,other
66634,66634,Love far learning better appreciation Modern Art,5,other
66640,66640,good understand Modern Art Ideas,5,other
66641,66641,informative different format teaching loved thorough complimentary resources,5,other
66643,66643,Good information bit longer Completed quickly improve quizzes,4,other
66648,66648,loved many different types art used show vast modern art world pieces instructors chose demonstrate themes everyday works art unique showed fresh perspective really enjoyed learning artists new ideas behind work,5,other
66649,66649,Good way learn present art work express personal interpretation,4,other
66650,66650,Like easy way talk moden art,5,other
66656,66656,mistakes quizzes,3,other
66658,66658,instructive enjoyable look forward opportunities,5,other
66659,66659,Introduce many interesting artworks actually try curator last assignment,5,other
66666,66666,AWESOMEI loved helpful classes give insight teach students really look art,5,other
66677,66677,interesting good thanks 3,5,other
66680,66680,well explained nice interesting examples offers good programs tools use explore,5,other
66681,66681,Good review basic concepts DAWs explorations new topics Great,5,other
66682,66682,Interesting stuff nice links tools creating music programmatically,4,other
66688,66688,good expecting,5,other
66692,66692,well presented Interesting challenging projects Links good would love take another faculty,5,other
66694,66694,thorough,5,other
66706,66706,challenging also lot fun learned lot want continue,5,other
66719,66719,Great,5,other
66720,66720,complete introduction negoiation world,5,other
66727,66727,enough notes,1,other
66728,66728,Problem quiz week 2,2,other
66729,66729,beautiful experience,5,other
66730,66730,good give basic understanding planning,5,other
66734,66734,Everything explained good way,5,other
66735,66735,gives lot maths quite interesting,4,other
66741,66741,Nice statistics review dust brushing university times,4,other
66744,66744,Right spot good basic learning,5,other
66745,66745,another nice exercise,4,other
66746,66746,Really enjoyed project think good job bringing whole specialization together Personally took autonomy solve problems think structure quizzes section allowed fantastic way solidify learned 7step process debugging using online resources figure new logic Thanks,5,other
66760,66760,project little bit easy yet tedious good practice using Java though,4,other
66764,66764,Great,5,other
66765,66765,loved much helped lot,5,other
66768,66768,Loved project going keep review 3 stars module add capstone project web page would super helpful showing work future employer,3,other
66771,66771,Excellent class thank much,5,other
66773,66773,Good way get know present digital marketing ideas clients coherent manner,4,other
66775,66775,Great summarization,5,other
66789,66789,Lots extra reading sometimes reading took 20 h per week,4,other
66790,66790,cousre wonderful practical However would practical soon provide list tool popular marketer digital planning either template form case study,4,other
66793,66793,Easily put concepts described,5,other
66804,66804,liked much way Rhiannon explained thw best practices manage create measurement marketing plans develop every digital asset available,4,other
66813,66813,interesting useful,4,other
66827,66827,Brilliant really enjoyed,5,other
66829,66829,Good less depth rest specialization,3,other
66833,66833,Perfect,5,other
66836,66836,Excellence targeting audience,4,other
66844,66844,helpful introduction topic Also good learn many studies contacted field presented,4,other
66846,66846,interesting nicely links psychology neuroscience economics,5,other
66851,66851,Excellent introduction new burgeoning discipline,5,other
66857,66857,easy difficult educational met objectives,5,other
66860,66860,dropped Week 5 required minimum MOOC find engaging bad genuinely curious topic,2,other
66865,66865,Outstanding overview neuroeconomics including excellent reading lists interesting guest QA thorough,5,other
66867,66867,Thank interesting bit difficult occasionally,4,other
66870,66870,certificate,5,other
66874,66874,Somewhat hard follow times,4,other
66877,66877,Excellent introduction subject,4,other
66878,66878,DIFFICULT,1,other
66879,66879,interesting topic,5,other
66881,66881,nice like thenksss recommendibng thenks,5,other
66882,66882,bit fast paced overall really good,4,other
66887,66887,Great learn NE,5,other
66888,66888,Provides birds eye view new growing field,4,other
66903,66903,Excellent overview mix economics psychology neuroscience missing neuroscience part training excellent,5,other
66904,66904,good start,5,other
66907,66907,important apply concepts marketing sound science everything based measured sustentao Thank,5,other
66908,66908,Great recommended,5,other
66910,66910,difficult good structure interesting,5,other
66914,66914,interactive enough,3,other
66915,66915,Great class informative well presented,5,other
66918,66918,Love interesting,5,other
66919,66919,Please accents understand words makes difficult,2,other
66920,66920,Highly interesting,5,other
66922,66922,excellent introduction,5,other
66928,66928,informative little bit hard also interesting,5,other
66934,66934,really great topic excited studying,5,other
66936,66936,Great first approach field Really strong bases easy comprehension,5,other
66937,66937,Unexpectedly rich information standard introductory university module,5,other
66939,66939,Outstanding Really gives insight decision making based latest findings,5,other
66940,66940,contains exact combination neuroscience psychology economics student clinic background searching,5,other
66942,66942,Excellent insight developing field integrates wide body knowledge pleasure learn guys,5,other
66947,66947,Really interesting easy understanding,5,other
66948,66948,Proud Russian scientists,5,other
66960,66960,nice introduction concepts Smartcities small step future administrations,4,other
66961,66961,Basics covered well gave approach smart city development,5,other
66966,66966,intesrting welldeveloped,4,other
66967,66967,Easy flexible comprehensive way learn new subject Highly recommended,5,other
66981,66981,Good kind easy,5,other
66982,66982,Julia great language learn fast Julia future core language,5,other
66983,66983,Great introduction Julia programming,5,other
66987,66987,good Intro Julia interesting practice problems,5,other
66997,66997,Money hungry greedy Wont let us complete quizzes without paying Shame,1,other
66998,66998,good way start learning julia,5,other
66999,66999,learn lot Julia many packages availables,5,other
67019,67019,Great excellent information hype,5,other
67024,67024,Loved itIt gave insight thing work businessGreat Job,5,other
67039,67039,Best choice learning NN,5,other
67046,67046,little Difficult understand,4,other
67052,67052,Love love tough class feel much satisfaction finishing,5,other
67059,67059,work quite hard trudging really helps understand topic feel read research papers use neural networks,5,other
67066,67066,nice way explaining important concepts assignments engaging Learnt lot Neural Networks help future,5,other
67068,67068,Wonderful awesome,5,other
67071,67071,little bit hard follow endured end,4,other
67076,67076,date,3,other
67085,67085,bit tough abstract worth effortreally gets speed current NN methods,5,other
67097,67097,training gives decent background explore advanced neural networks,5,other
67108,67108,Thanks every one,5,other
67115,67115,helpful understanding neural network,5,other
67119,67119,Good understanding various types neural networks hoped spend time learning methods optimizing model fitment,3,other
67120,67120,Good learn master detailed hands,3,other
67126,67126,Best follow,4,other
67129,67129,good overview date errors quizes,3,other
67134,67134,Awsome,5,other
67137,67137,learned lot deep learning However quiz contains several mistakes wasted many hours also thought explanation unnecessarily hard understand,2,other
67139,67139,Good balance theory practice historical background humor finally learned backpropagation paper,5,other
67143,67143,Good teaching good tests exams even procrastinators xp nice dynamics programming assignments,5,other
67145,67145,Learning lot far,5,other
67147,67147,beginners deep learning great starting dive subject,5,other
67148,67148,informative program sets beginning neural network would like see practical examples application algorithm,5,other
67166,67166,lacks programming assignments base understanding algorithms exposed,3,other
67172,67172,Sometimes felt fast paced still enjoyed,4,other
67175,67175,Doesnt effectively explain implement NN,1,other
67178,67178,interesting history neural networks excellent coverage main architecturescouple problems quizzes update needed,3,other
67180,67180,mouse highlight slide teachingIts lot unclear parts slideI think cs231 better,2,other
67187,67187,perfect introduction topic,5,other
67215,67215,easy brute force answers means know dont consider certificate seriously reduces importance certificate,4,other
67216,67216,Difficulty level right Interesting Well presented,5,other
67220,67220,Help lot understanding difficult concepts,5,other
67223,67223,Good,5,other
67232,67232,love welldesigner questions evaluate understanding topic explanation feedback good,5,other
67241,67241,Great introduction neural networks deep learning Hinton legend,5,other
67245,67245,hard follow usually dont know talking,3,other
67246,67246,Great,5,other
67252,67252,Great curriculum theory practical part,5,other
67254,67254,Thank great introductory Mindfulness Meditation Time take cushion world,4,other
67255,67255,impresseive useful enlighting way education convenient,5,other
67259,67259,practical introduction mindfulness,4,other
67265,67265,Enjoyed every bit Highly recommend,5,other
67274,67274,best way learn subject Thanks,5,other
67277,67277,TRULY INNOVATIVE,5,other
67285,67285,interesting fun,5,other
67293,67293,eight years collage finally say taken class quantitatively changed life Thank much everyone involved,5,other
67297,67297,good start beginners seekers mindfulness,5,other
67300,67300,excellent summary Mindful practices theory meditation Recommended everyone wants understand mindfulness needs moment reflection mindful practice,5,other
67301,67301,Love,5,other
67308,67308,everything could think,5,other
67309,67309,Absolutely great well rounded approach mindfulness,5,other
67312,67312,One best online classes taken Really opened interesting emerging area marketing gave useful tools implementing company,5,other
67315,67315,Sometimes lessons wanted cover lot topics small frame time may hard follow everything without background general psychology absolutely loved compendium different scientific studies week Overall great approach introduction may fall short want go deeper Nonetheless would highly recommend,4,other
67322,67322,personally way complex brain rather output focused,2,other
67328,67328,Although still dont know apply work directly say quite interesting class,4,other
67333,67333,interesting subject although difficult topics,4,other
67338,67338,THANKS MUCH DR THOMAS ADMIRE WAY LEARN REACH INFORMATION LEARN MANY THINGS BRAIN WORK USE UNDERSTANDING CONSUMER BEHAVIORMANY THANKS Copenhagen Business School,5,other
67339,67339,little heavy biology side,3,other
67342,67342,Thanks sharing knowledge,5,other
67344,67344,FUE UN CURSO BASTANTE INTERESANTE MUY CLARO AGRADO MUCHO SI VOLVERIA TOMAR UN CURSO MAS DE ESTA UNIVERSIDAD,5,other
67346,67346,marketers open mind must take,5,other
67349,67349,Changed understanding panorama marketing must every marketer world,5,other
67350,67350,good introduction complex field Well worth time effort,4,other
67355,67355,Clear real speak real neuromarketing overpromise,5,other
67356,67356,Excellent introduction topic one important researchers field Exteaordinarily well conceived wonderfully implemented One best experiences life beginning Master Neuromarketing Pkease offer sequel Thank really much,5,other
67358,67358,Great Start perceive continuous research Thank,5,other
67361,67361,ton great information resources,4,other
67369,67369,thanks,5,other
67373,67373,Thank wonderful enriching journey,5,other
67374,67374,would appreciate bit detail topics butI enjoyed lot Thanks,3,other
67375,67375,Worth following practical tools understand better required thinking design innovation strongly recommend,5,other
67393,67393,fantastic way get people think operate differently,5,other
67402,67402,cover many important aspects innoation social works however extra reading enough deliver know behind concepts approaches,5,other
67408,67408,Wonderful learning Thanks instructors sharing excitement expertise research,5,other
67413,67413,great introduction positive pychology,5,other
67417,67417,auditing love scope applications Positive Psychology anything individual like US Armed Forces city region Adelaide Australia memory serves,5,other
67423,67423,helpful,5,other
67429,67429,Great taster subject loved,5,other
67434,67434,Research basted Happiness metrics new useful advocation mentoring underachieving young people,5,other
67441,67441,beneficial,5,other
67442,67442,much introduction much actual useful stuff much mathematically without well illustrated examples,1,other
67445,67445,interesting time totally addictive Loved dont recommend version English,5,other
67447,67447,Perfect,5,other
67449,67449,Perfect,5,other
67450,67450,Amazing need knowledge day day,5,other
67452,67452,good teaching didactic,5,other
67455,67455,great complete totally usefull,4,other
67456,67456,interesting,5,other
67458,67458,Amazing lessons Thaks soo much,5,other
67459,67459,top,5,other
67461,67461,MUITO BOM INDICO PARA TODOS,5,other
67462,67462,good information clear learn,5,other
67470,67470,Loved Really learned able apply may daily negotiations,5,other
67472,67472,practical much relevent,5,other
67473,67473,Perfect,5,other
67479,67479,useful relevant concepts honors assignments interesting worthy,5,other
67484,67484,Explanation clear,4,other
67496,67496,use pandas instead Graph Lab Create,4,other
67506,67506,sophisticated friendly practical instructions,5,other
67509,67509,specialization delayed months annoying Dont give money,1,other
67510,67510,helpful,5,other
67516,67516,explained simple lucid language expert Emily codes illustrated Carlos Go,5,other
67517,67517,Insightful Great Instructors Awesome Forum intelligible peers,5,other
67519,67519,Much Concepts learn totally worth,5,other
67521,67521,Thank good one,5,other
67526,67526,good learn many good ML concepts also polish python programming skill lot Thank Emily Carlos,5,other
67529,67529,Deep insight useful techniques machine learning,5,other
67535,67535,Great intro,5,other
67542,67542,Detailed coverage several approaches clustering easy learned lot,5,other
67556,67556,Great thanks,5,other
67560,67560,Worth wait COOL learning,5,other
67563,67563,little superficial hand waving,3,other
67565,67565,homework getting easy,3,other
67567,67567,strongly recommended,5,other
67570,67570,perfect balanced introduction subjects adding theory practice beautifully,5,other
67573,67573,AWESOME,5,other
67575,67575,interesting topic presented well instructor reinforced intermediatelevel programming assignments,5,other
67590,67590,less complex exercises check validate,5,other
67597,67597,Sets new benchmark specialization great offering Machine Learning,5,other
67605,67605,Great,5,other
67606,67606,Good class would much better quiz open doesnt pay,5,other
67607,67607,please rework particular week 5 part 2,3,other
67615,67615,Great start specialization,5,other
67625,67625,useful practical,5,other
67632,67632,interesting learnt lot topic hope someday involved issues,5,other
67636,67636,interesting,4,other
67645,67645,good experience,5,other
67647,67647,learning useful understanding ways treating waste potential turning waste business model,5,other
67658,67658,interesant practical,5,other
67659,67659,think learn lot interesting things made change way looking wastes world generates Every week gives new knowledge regarding important issues one need take account comes solid waste collection recycling composting ways treatment recommend anyone interested topics regarding environment really nice intro motivate investigation wastes management,5,other
67661,67661,really good,5,other
67663,67663,insightful help gain better understanding waste management increase knowledge reduce carbon footprint,5,other
67667,67667,enlightened Im planning finding financial aid establish one cluster villages rural Ghana tackled well pilot brought Municipal Metropolitan areas,5,other
67673,67673,Useful Information,5,other
67676,67676,solid introduction topic,5,other
67684,67684,instructive gives important ideas handson affordable waste management treatment approaches,5,other
67688,67688,short introduction pros cons,4,other
67701,67701,well Structured Instructors presenting knowledge eloquently case studies fascinating provide useful knowledge,5,other
67707,67707,important Developing contries current facing froblems countries globalisation population grouth,5,other
67710,67710,like coarse,4,other
67713,67713,informative well designed wellIncluding Case studies helpful well,5,other
67716,67716,Interesting focused low cost locally applicable solutions,5,other
67718,67718,Excelent tutors information,5,other
67719,67719,absolutely love quality MOOC way speakers elaborate concepts clear comprehensive without loosing technical quality MOOCs given EAWAG like book cant put notions earth applicable tested field CANT WAIT START MOOC Planning Design Sanitation Systems Technologies,5,other
67720,67720,helpful,5,other
67722,67722,Simple yet well detailed although one thing didnt like french translations quizzes make little bit confusing,5,other
67726,67726,well summarised overview waste management everyone learn Great knowledge good foundation future endeavors Thank much Sam,5,other
67730,67730,students Food Industry waste management week 34 5 specially interesting Good tutors modules well passed,5,other
67734,67734,thank help,5,other
67735,67735,Looking forward new cources,5,other
67736,67736,Love Learned lot recommended,5,other
67740,67740,learned whole lot Thank,4,other
67743,67743,Well structured comprehensive overview SWM options appropriate lowincome countries,5,other
67748,67748,SWM really helped understand goes planning service different ways provide Composting Recycling modules helpful help understand SWM landfills,5,other
67760,67760,clear precise teaching methods informative practical lessons,5,other
67761,67761,informative basic knowledge could go long way towards sustainable waste management especially low income countries Philippines,5,other
67763,67763,great overview techniques issues solid waste management put together great resources well wanted expand learning topics,5,other
67764,67764,interesting well done first step MSW management beginner,5,other
67775,67775,Interesting Factual,5,other
67782,67782,excited recycling definitely going start composting,5,other
67785,67785,Amazing introduction many concepts techniques manage municipal solid waste Recommended enthusiasts also practitioners within environmental area,5,other
67787,67787,MUY COMPLETO FACIL DE ENTENDER YA QUE MANEJA UN LENGUAJE COLOQUIALSI TE INTERESA SABER QUE PASA CON LOS RESIDUOS LUEGO QUE SALEN DE TU HOGAR COMO SACARLE PROVECHO ESTOS ESTE CURSO LO EXPLICA TODO,5,other
67790,67790,Superb Really well put together informative,5,other
67791,67791,Well structured amazingly explained,5,other
67792,67792,Good analysis MSW practices developing countries,4,other
67801,67801,Loved,5,other
67809,67809,Really useful applied developing country,5,other
67810,67810,interactive coarse,5,other
67817,67817,interesting clear,5,other
67819,67819,excellent introduction key aspects challenges waste management useful policy makers researchers engineers social entrepreneurs one wants find important part,5,other
67821,67821,Perfect,5,other
67823,67823,Perfect,5,other
67824,67824,really helpful help getting basic concepts power electronics,5,other
67826,67826,easy good modeling technique n,5,other
67829,67829,great,5,other
67837,67837,well organised Lessons clear homework interesting,4,other
67838,67838,opinionNot much monitoring forums mentorsinstructors hence responses non existentdelayedmisleading replies mentors misleading rationale Voltsec balance set clearly expression evaluator temperamental enter expressions many times timeconsuming frustrating process,3,other
67840,67840,Amazing explanations recommend everyone,5,other
67842,67842,exciting meant people interested research much thought May take time classmates help queries,4,other
67846,67846,outstanding approach DCDC converters really recommend expect complete 6 steps Power Electronics Specialization,5,other
67847,67847,great introduction steady state behavioral modeling need previous knowledge Power Electronics help steady state modeling something hadnt really practiced much since college nice refresher,5,other
67848,67848,informative verly well designed,5,other
67852,67852,good introduction power electronics,5,other
67853,67853,really great introduction power electronics thing disliked need type answers accurate 8 decimal digits,4,other
67864,67864,clear homework,4,other
67866,67866,tough assignment questions lead much longer homework time anticipated need leave ample time complete assignments great class overall,5,other
67867,67867,serious issues quizzes grading correctincorrect feedback afterwards,3,other
67869,67869,knowledgeable impressiveThanks,5,other
67872,67872,Best thing,5,other
67874,67874,Extraordinary,5,other
67875,67875,Great foundation power electronic learners,5,other
67878,67878,good class made learn basic knowledge power elecrrical,5,other
67884,67884,cours helpul,5,other
67886,67886,great,5,other
67888,67888,patient methodical stepbystep development subject matter Excited learn using LTSpice class instructions,4,other
67889,67889,basic yet important knowledge Power Electronics Amazing teaching,5,other
67892,67892,Beautifully covered helped brush basic converter well systematic way,5,other
67896,67896,Highly recommended explain lot practical examples,5,other
67900,67900,Great introduction Highly recommended,5,other
67901,67901,theoretical Analytical Intuition much developed Good getting familiar switch mode converter circuits,3,other
67903,67903,Well thought introduction switching converters,5,other
67906,67906,pretty good basic analysis techniques common converter circuits,5,other
67911,67911,Really useful beginner power electronics simple concepts calculation let brief view Thanks,5,other
67914,67914,relearned basic concepts different pointofview despite practicing electrical engineering past 20 years,5,other
67917,67917,good instructors homeworks thoroughly test learning,5,other
67922,67922,background electrical engineering try,5,other
67928,67928,great introduction power electronics,5,other
67929,67929,Excellent Although topic totally new enjoyed much Thank,5,other
67935,67935,Hard rewarding complete,4,other
67945,67945,GREATA,5,other
67950,67950,good Questions good enough testing knowledge lof students,5,other
67951,67951,Dr Erickson makes power electronics accessible fun beginner expert alike Highly recommend student aspiring career power management design,5,other
67953,67953,Great,5,other
67955,67955,Great class around,5,other
67961,67961,good overview leadership challenges 21st century good time,5,other
67966,67966,Love,5,other
67975,67975,thank,5,other
67984,67984,thank,5,other
67987,67987,Really good introduction,5,other
67990,67990,would better practical exercises nevertheless comprehensive basic procedures fMRI analysis,5,other
67991,67991,Really nice,5,other
67993,67993,excellent introduction neuroimaging analysis Tank,5,other
67995,67995,love practical case study approach Great,5,other
67997,67997,good approach explain general concepts Machine Learning,5,other
67999,67999,theories models explained detail examples,3,other
68000,68000,great primer various high level concepts machine learning general applications well good quick intro graphlab create originally apprehensive use another data science tool outside panadas think graphlab create even better,5,other
68007,68007,Good introduction ML,5,other
68011,68011,Awesome great introduction ML,5,other
68013,68013,Excellent introduction machine learning Best way get overview science practice fascinating practice,5,other
68014,68014,Great introduction machine learning much math gives good idea ML gives practice Python initial goalThe tests contained inaccuracies didnt completely match machinesetup otherwise fine,5,other
68019,68019,Easy follow didacticCongratulations thanks,5,other
68021,68021,Great one people need implement websites concerned underlying stuff,5,other
68031,68031,nice class Well designed quiz assignment,5,other
68033,68033,Excellent coverage underlying concepts,5,other
68034,68034,Good,5,other
68036,68036,Informative good survey field,5,other
68039,68039,simple self explanatory self enought start playin machine learning,5,other
68040,68040,essential knowledge get track ML handy beginner qualified criterions class candidate Thanks effort class arrangement online teaching,5,other
68044,68044,statistician Excellent introduction ML cant wait specializations regression almost done clustering classification ongoing,5,other
68046,68046,really enjoyed class well taught easy understand,5,other
68047,68047,good introduction machine learning Concepts well presented explained would preferred use Open Source library assignments bad know use Graphlab powerful tool sure,4,other
68056,68056,Im high school student wants attend University either UC Berkeley University Washington computer science physics double major focus quantum computing AI class great introduction world AI Machine Learning would highly suggest taking class get start simple programming machine learning,5,other
68057,68057,great introductory ML,5,other
68060,68060,awesome lessons easy get hand every piece ML crystal clearly explained,5,other
68063,68063,Really good overview easy start machine learning community point use usual python packages machine learning,4,other
